|text|labels
3216|how much money does sultan brunei have|4
3217|what country would you visit ski dolomites|5
3218|what month 's third weekend is monterey jazz festival held|4
3219|what is global economy|0
3220|who built first successful stern wheel steamboat|3
3221|what is caul|0
3222|who was hitler 's minister propaganda|3
3223|who was first doctor successfully transplant liver|3
3224|what does theory quantum leaps mean simpler terms|0
3225|what is bone marrow transplant|0
3226|what is difference between classical acoustic guitar|0
3227|what african capital is named u.s. president|5
3228|what is name language spoken sioux|1
3229|what mediterranean island is home first club med|5
3230|what does edentulous smile lack|1
3231|what is fear jealousy|1
3232|where can you find venus flytrap|5
3233|what is largest sculpture world|1
3234|when was john d. rockefeller born|4
3235|what building built 18 contains 327 miles book shelves|5
3236|what is home banking|0
3237|what william makepeace thackeray novel was made into film stanley kubrick|1
3238|who was lawyer randy steven craft|3
3239|how do hermit crabs reproduce|0
3240|who is reputed be greatest maker violins|3
3241|how do you stop junk snail mail|0
3242|what future soviet dictator was training be priest when he got turned marxism|3
3243|how long does james bond like his eggs boiled|4
3244|what u.s. city 's skyline boasts gateway arch|5
3245|where is belize located|5
3246|what 's common name japanese dwarf tree|1
3247|what did thomas paine write|1
3248|who sued dannon yougurt company using character named ron raider promotion|3
3249|who was first jockey ride two triple crown winners|3
3250|what lewis carroll book introduced humpty dumpty world|1
3251|who wrote brave new world|3
3252|what state does charles robb represent|5
3253|what is hydroelectricity|0
3254|how many people are taller than feet|4
3255|who wrote unsafe at any speed|3
3256|how many islands make up antigua|4
3257|how does abacus work|0
3258|what causes rust|0
3259|what is fear computer called|1
3260|what is technique popularly used detect birth defects|1
3261|what u.s. state boasts stone mountain world 's largest mass exposed granite|5
3262|what british commander surrendered george washington at yorktown 1781|3
3263|what according kinsey institute is sexual preference four percent american males|0
3264|who created world wide web www|3
3265|what is procedure called drilling hole your skull acheive higher consciousness|1
3266|what is name president garmat u.s.a|3
3267|what was name television show starring karl madsen had san francisco title|1
3268|who were leaders byzantine empire|3
3269|who was first president appoint woman head cabinet|3
3270|what is splatterpunk|0
3271|what is orgin xoxoxox|0
3272|who built first pyramid|3
3273|what southeast asian country has wang river joining ping river at tak|5
3274|what italian city 155 were leonardo da vinci michaelangelo machiavelli all working|5
3275|what color tennis balls are used at wimbledon|1
3276|what is sided object called|1
3277|name french fascist party|3
3278|name french historical period during reign napoleon iii|1
3279|what movie has made most money|1
3280|what is time|0
3281|how many states have lottery|4
3282|what is name largest city chile south america|5
3283|what are you caught if haboob blows up|1
3284|what ratio children ages between two eleven watch simpsons|4
3285|how many cities are there utah|4
3286|what famous meat company went out business because it became known underworld had been selling them kangaroo meat|3
3287|how many visitors go vatican each year|4
3288|what is population mexico|4
3289|how do you get silly putty out fabric|0
3290|what is best online games site|5
3291|why is word abbreviation so long|0
3292|what century did art 's romantic period begin|4
3293|how many spaces follow period at end sentence|4
3294|what is cake soap|0
3295|what year was berlin wall erected|4
3296|what is weight teaspoon matter black hole|4
3297|what is approximate weight teaspoon matter black hole|4
3298|what does msg stand|2
3299|what avenue is original saks department store located|5
3300|where does song anything goes take place|5
3301|where was first zoo u.s.|5
3302|how far is yaroslavl moscow|4
3303|what is april 's gemstone|1
3304|what is present pope named|3
3305|who is nebbish is marvel 's official mascot|3
3306|what powdered soft drink mix went into space|1
3307|what did chinese emperor present english soldier gordon recognition his services quelling rebellions|1
3308|what is one languages spoken sioux called|1
3309|how many bytes are terabyte|4
3310|who sang song hooked feeling dancing baby episode ally mcbeal|3
3311|what ways did ivan iv support russian expansion|1
3312|approximately how much does teaspoon matter weigh black hole|4
3313|what country 's flag is field green|5
3314|what sport is known hooligans|1
3315|who was columbia pictures head who forged actor cliff robertson 's name 000 check|3
3316|who was damocles|3
3317|what sport was first televised u.s.|1
3318|name dondi 's adoptive grandfather|3
3319|when was congress vienna|4
3320|what are lyrics smelly cat|0
3321|how much folic acid should pregnant woman get each day|4
3322|what year was first automobile manufactured|4
3323|how many colonies did germany get keep after world war|4
3324|how many states have lemon law new automobiles|4
3325|whose biography maurice zolotow is titled shooting star|3
3326|what concerts are held new york this week|1
3327|movie groundshog day what is name character played andie macdowell|3
3328|what are requirements becoming citizen australia|0
3329|how old is benny carter|4
3330|what are top ten all time money making nfl teams|3
3331|what were hairy bank notes fur trade|1
3332|where can read about chiang kai shek|5
3333|what is idealab|0
3334|what country borders most others|5
3335|what does stand equation mc2|2
3336|what river runs through colorado kansas oklahoma|5
3337|airplane did fawaz younis hijack|1
3338|what is win rah|0
3339|why is moon different sizes colors|0
3340|what college enlivens hanover new hampshire|3
3341|what does vcr stand|2
3342|how close cousin was franklin d. theodore roosevelt|0
3343|name novel written john steinbeck|1
3344|who was first american citizen awarded albert medal society arts|3
3345|what doctor is synonymous footwear foot care|3
3346|how do boats float|0
3347|what are shoe sizes 'neal jordan mutombo nba players|4
3348|who founded unification church|3
3349|how many zeros are there trillion|4
3350|what was name crimean meeting roosevelt churchill stalin|1
3351|what are only players eligible score points roller derby called|3
3352|what are statistics drunken drivers maryland|4
3353|what ill fated american general dragged bull terrier named willie through world war ii|3
3354|what 's score forfeited baseball game|4
3355|where does tuberculosis come|5
3356|who invented lawnmower|3
3357|where can find lyrics|5
3358|what is name david letterman 's dog|1
3359|what u.s. senator once played basketball new york knicks|3
3360|what are titles some rated sony playstation games|1
3361|what playing card symbolizes death|1
3362|what is urban legend|0
3363|what is li 'l abner 's last name|3
3364|how many liberty bells have there been|4
3365|what two countries are separated bering strait|5
3366|what is smartnet|0
3367|what is synonym aspartame|1
3368|jackson pollock is what nationality|5
3369|what are vermicilli rigati zitoni tubetti|0
3370|name product is at your grocer 's at your fingertips|1
3371|what architect originated glass house designed chicago federal center had philosophy less is more produced plans were forerunner california ranch house|3
3372|how many russians have landed moon|4
